serial;serial_norm;relation_type;color;cycle_id;points_used;slope_pct_per_day;level_now_pct;days_left_est;last_seen;stockout_date;offset_days;reorder_date;should_order_now;rs_n_cycles;rs_mean_cycle_len_days;rs_max_cycle_len_days;rs_last_seen;rs_last_reset;rs_days_since_last_reset;rs_has_reset;us_mean_daily_pct_drop;us_median_daily_pct_drop;us_peak_daily_pct_drop;us_mean_pct_drop_per_cycle;us_has_usage_data;m_total_pages;m_n_records;m_ratio_color;m_ratio_a3;m_daily_mean;m_daily_std;m_total_pages_last30;m_total_pages_last7;month;dayofweek;week;ml_offset_days_v21;last_seen_dt;stockout_date_ml_v21;days_left_ml_v21;reference_date;days_left_v21
$X576054469$;$X576054469$;contrat_adex;magenta;1;29;-0.1245;1.0;8.0;2026-01-29 14:30:00;2026-02-06;-8;2026-02-14;False;2;326.0;434;2026-01-29 14:30:00;2024-11-21 14:31:00;433.0;1;0.1574585635359116;0.0;1.0;35.0;1.0;;;;;;;;;1;3;5;-7.199425;2026-01-29 14:30:00;2026-01-29 19:12:49.660949708;0.0;2026-01-29 14:30:00;0.0
$X576062359$;$X576062359$;contrat_adex;black;1;146;-0.1351;17.0;125.9;2025-10-01 17:12:00;2026-02-04;0;2026-02-04;False;2;481.0;721;2025-10-01 17:12:00;2023-10-12 14:42:00;720.0;1;0.15325250754698608;0.0;3.0;53.0;1.0;;;;;;;;;10;2;40;-2.819539;2025-10-01 17:12:00;2026-02-01 04:19:51.824340820;122.0;2025-10-01 17:12:00;2.0
$X576087419$;$X576087419$;contrat_adex;yellow;1;29;-0.1783;1.0;5.6;2026-01-29 14:02:00;2026-02-04;-11;2026-02-15;False;2;354.5;380;2026-01-29 14:02:00;2025-03-06 14:20:00;328.0;1;0.33929653876462385;0.0;9.0;98.0;1.0;;;;;;;;;1;3;5;-9.320018;2026-01-29 14:02:00;2026-01-25 16:19:10.460815433;0.0;2026-01-29 14:02:00;0.0
$X576087429$;$X576087429$;contrat_adex;cyan;1;29;-0.2342;3.0;12.8;2026-01-29 14:32:00;2026-02-11;1;2026-02-10;False;2;351.5;372;2026-01-29 14:32:00;2025-03-05 14:20:00;330.0;1;0.3328449983492902;0.0;7.0;97.0;1.0;;;;;;;;;1;3;5;-2.6423562;2026-01-29 14:32:00;2026-02-08 08:35:00.428009030;9.0;2026-01-29 14:32:00;9.0
$X576097427$;$X576097427$;contrat_adex;cyan;6;29;-0.5397;2.0;3.7;2026-01-29 14:32:00;2026-02-02;1;2026-02-01;True;7;119.28571428571429;147;2026-01-29 14:32:00;2025-09-05 14:30:00;146.0;1;0.7137092705274524;1.0;9.0;81.85714285714286;1.0;;;;;;;;;1;3;5;0.8402567;2026-01-29 14:32:00;2026-02-02 20:09:58.178100585;4.0;2026-01-29 14:32:00;3.0
$X576135787$;$X576135787$;contrat_adex;black;1;494;-0.329;18.0;54.7;2024-10-16 09:00:00;2024-12-10;0;2024-12-10;False;2;125.0;245;2024-10-16 09:00:00;2024-02-14 14:30:00;244.0;1;0.3923766816143498;0.0;8.0;40.5;1.0;;;;;;;;;10;2;42;-2.6590073;2024-10-16 09:00:00;2024-12-07 08:11:01.768341066;51.0;2024-10-16 09:00:00;0.0
$X576135787$;$X576135787$;contrat_adex;cyan;2;477;-0.4142;94.0;226.9;2024-10-16 09:00:00;2025-05-31;1;2025-05-30;False;3;83.33333333333333;218;2024-10-16 09:00:00;2024-10-03 14:30:00;12.0;1;0.5045045045045045;0.0;3.0;34.333333333333336;1.0;;;;;;;;;10;2;42;-0.9973551;2024-10-16 09:00:00;2025-05-30 00:03:48.519058231;225.0;2024-10-16 09:00:00;0.0
$X576135787$;$X576135787$;contrat_adex;magenta;2;477;-0.4142;94.0;226.9;2024-10-16 09:00:00;2025-05-31;-8;2025-06-08;False;3;83.33333333333333;218;2024-10-16 09:00:00;2024-10-03 14:30:00;12.0;1;0.4774774774774775;0.0;3.0;33.0;1.0;;;;;;;;;10;2;42;-5.3075285;2024-10-16 09:00:00;2025-05-25 16:37:09.537963865;221.0;2024-10-16 09:00:00;0.0
$X576135787$;$X576135787$;contrat_adex;yellow;1;494;-0.3877;19.0;49.0;2024-10-16 09:00:00;2024-12-04;-11;2024-12-15;False;2;125.0;231;2024-10-16 09:00:00;2024-02-28 14:30:00;230.0;1;0.3968609865470852;0.0;3.0;40.0;1.0;;;;;;;;;10;2;42;-4.9901032;2024-10-16 09:00:00;2024-11-29 00:14:15.079650879;43.0;2024-10-16 09:00:00;0.0
$X576136429$;$X576136429$;contrat_adex;cyan;2;29;-0.4167;1.0;2.4;2026-01-29 14:32:00;2026-02-01;1;2026-01-31;True;3;232.0;379;2026-01-29 14:32:00;2025-04-03 14:30:00;301.0;1;0.31064942002442003;0.0;3.0;65.33333333333333;1.0;;;;;;;;;1;3;5;-0.42358905;2026-01-29 14:32:00;2026-01-31 13:50:01.906013490;1.0;2026-01-29 14:32:00;1.0
$X576136429$;$X576136429$;contrat_adex;magenta;2;29;-0.4815;4.0;8.3;2026-01-29 14:32:00;2026-02-06;-8;2026-02-14;False;3;232.0;379;2026-01-29 14:32:00;2025-04-03 14:30:00;301.0;1;0.31535044816294816;0.0;4.0;63.666666666666664;1.0;;;;;;;;;1;3;5;-7.7357764;2026-01-29 14:32:00;2026-01-29 06:20:28.916931149;0.0;2026-01-29 14:32:00;0.0
$X576136483$;$X576136483$;contrat_adex;magenta;1;29;-0.1081;1.0;9.2;2026-01-29 14:33:00;2026-02-07;-8;2026-02-15;False;2;322.5;644;2026-01-29 14:33:00;2024-04-26 14:21:00;643.0;1;0.178958307609993;0.0;2.0;47.5;1.0;;;;;;;;;1;3;5;-5.2359166;2026-01-29 14:33:00;2026-02-01 18:20:16.804504392;3.0;2026-01-29 14:33:00;2.0
$X576136504$;$X576136504$;contrat_adex;cyan;1;29;-0.1056;1.0;9.5;2026-01-29 14:33:00;2026-02-08;1;2026-02-07;False;2;330.5;638;2026-01-29 14:33:00;2024-05-02 14:20:00;637.0;1;0.19669964493584124;0.0;2.0;49.0;1.0;;;;;;;;;1;3;5;-0.10368141;2026-01-29 14:33:00;2026-02-07 21:30:41.926360128;9.0;2026-01-29 14:33:00;8.0
$X576147888$;$X576147888$;contrat_adex;black;1;331;-0.1322;78.0;300.0;2025-03-28 12:30:00;2026-01-22;0;2026-01-22;False;2;89.0;158;2025-03-28 12:30:00;2024-10-21 14:30:00;157.0;1;0.11707566462167689;0.0;1.0;10.0;1.0;;;;;;;;;3;4;13;-0.6895628;2025-03-28 12:30:00;2026-01-21 07:27:01.774291992;298.0;2025-03-28 12:30:00;0.0
$X576147888$;$X576147888$;contrat_adex;cyan;1;331;-0.2264;64.0;282.7;2025-03-28 12:30:00;2026-01-05;1;2026-01-04;False;2;89.0;158;2025-03-28 12:30:00;2024-10-21 14:30:00;157.0;1;0.20245398773006135;0.0;2.0;16.5;1.0;;;;;;;;;3;4;13;-1.587166;2025-03-28 12:30:00;2026-01-03 09:54:28.861770632;280.0;2025-03-28 12:30:00;0.0
$X576147888$;$X576147888$;contrat_adex;magenta;1;331;-0.2323;61.0;262.6;2025-03-28 12:30:00;2025-12-16;-8;2025-12-24;False;2;89.0;158;2025-03-28 12:30:00;2024-10-21 14:30:00;157.0;1;0.2152351738241309;0.0;2.0;18.0;1.0;;;;;;;;;3;4;13;-6.0123124;2025-03-28 12:30:00;2025-12-09 23:42:16.207580564;256.0;2025-03-28 12:30:00;0.0
$X576147888$;$X576147888$;contrat_adex;yellow;1;331;-0.2029;69.0;300.0;2025-03-28 12:30:00;2026-01-22;-11;2026-02-02;False;2;89.0;158;2025-03-28 12:30:00;2024-10-21 14:30:00;157.0;1;0.1600204498977505;0.0;1.0;14.0;1.0;;;;;;;;;3;4;13;-6.181405;2025-03-28 12:30:00;2026-01-15 19:38:46.602172856;293.0;2025-03-28 12:30:00;0.0
$X576152189$;$X576152189$;contrat_adex;magenta;0;28;-1.4208;13.0;9.2;2026-01-29 14:31:00;2026-02-07;-8;2026-02-15;False;1;158.0;158;2026-01-29 14:31:00;;;0;0.5508771929824561;0.0;10.0;77.0;1.0;;;;;;;;;1;3;5;-7.059493;2026-01-29 14:31:00;2026-01-30 22:34:19.799194334;1.0;2026-01-29 14:31:00;0.0
$X576152365$;$X576152365$;contrat_adex;black;0;11;-1.0213;4.0;3.9;2026-01-29 12:38:00;2026-02-02;0;2026-02-02;True;1;10.0;10;2026-01-29 12:38:00;;;0;1.0;1.0;2.0;11.0;1.0;;;;;;;;;1;3;5;1.4613184;2026-01-29 12:38:00;2026-02-03 11:04:17.907485960;4.0;2026-01-29 12:38:00;4.0
$X576152850$;$X576152850$;contrat_adex;magenta;1;28;-0.4179;3.0;7.2;2026-01-29 14:34:00;2026-02-05;-8;2026-02-13;False;2;144.0;253;2026-01-29 14:34:00;2025-05-22 14:32:00;252.0;1;0.2958579881656805;0.0;10.0;43.0;1.0;;;;;;;;;1;3;5;-7.357045;2026-01-29 14:34:00;2026-01-28 15:25:51.296997072;0.0;2026-01-29 14:34:00;0.0
$X577000865$;$X577000865$;contrat_adex;cyan;1;29;-0.3744;3.0;8.0;2026-01-29 14:38:00;2026-02-06;1;2026-02-05;True;2;386.5;765;2026-01-29 14:38:00;2023-12-27 14:38:00;764.0;1;0.155859649122807;0.0;2.0;42.5;1.0;;;;;;;;;1;3;5;-1.5312281;2026-01-29 14:38:00;2026-02-04 11:15:01.895141604;5.0;2026-01-29 14:38:00;5.0
$X57H013328$;$X57H013328$;contrat_adex;cyan;0;607;-0.1151;28.0;243.4;2024-06-27 14:34:00;2025-02-25;1;2025-02-24;False;1;385.0;385;2024-06-27 14:34:00;;;0;0.13448275862068965;0.0;2.0;0.0;1.0;;;;;;;;;6;3;26;0.17027836;2024-06-27 14:34:00;2025-02-25 04:05:12.049913402;242.0;2024-06-27 14:34:00;0.0
$X57H013328$;$X57H013328$;contrat_adex;magenta;0;607;-0.1973;11.0;55.8;2024-06-27 14:34:00;2024-08-22;-8;2024-08-30;False;1;385.0;385;2024-06-27 14:34:00;;;0;0.19103448275862067;0.0;5.0;0.0;1.0;;;;;;;;;6;3;26;-5.0416975;2024-06-27 14:34:00;2024-08-16 22:59:57.335815433;50.0;2024-06-27 14:34:00;0.0
$X57H013328$;$X57H013328$;contrat_adex;yellow;0;607;-0.1823;22.0;120.7;2024-06-27 14:34:00;2024-10-26;-11;2024-11-06;False;1;385.0;385;2024-06-27 14:34:00;;;0;0.15517241379310345;0.0;3.0;0.0;1.0;;;;;;;;;6;3;26;-3.5665817;2024-06-27 14:34:00;2024-10-22 10:24:07.338867190;116.0;2024-06-27 14:34:00;0.0
$X57H013384$;$X57H013384$;contrat_adex;black;1;607;-0.3986;1.0;2.5;2024-06-27 12:34:00;2024-06-30;0;2024-06-30;True;2;117.0;213;2024-06-27 12:34:00;2023-11-27 14:34:00;212.0;1;0.5951388888888889;0.0;7.0;49.0;1.0;;;;;;;;;6;3;26;-1.9457196;2024-06-27 12:34:00;2024-06-28 01:18:09.826583864;0.0;2024-06-27 12:34:00;0.0
$X57H013384$;$X57H013384$;contrat_adex;cyan;1;607;-0.7031;45.0;64.0;2024-06-27 12:34:00;2024-08-30;1;2024-08-29;False;2;192.0;244;2024-06-27 12:34:00;2024-02-08 14:34:00;139.0;1;0.5174825174825175;0.0;8.0;27.5;1.0;;;;;;;;;6;3;26;-1.2358619;2024-06-27 12:34:00;2024-08-28 18:20:21.532058713;62.0;2024-06-27 12:34:00;0.0
$X57H013384$;$X57H013384$;contrat_adex;magenta;1;607;-0.6057;45.0;74.3;2024-06-27 12:34:00;2024-09-09;-8;2024-09-17;False;2;192.0;249;2024-06-27 12:34:00;2024-02-13 14:34:00;134.0;1;0.5072261072261072;0.0;7.0;27.0;1.0;;;;;;;;;6;3;26;-6.3018928;2024-06-27 12:34:00;2024-09-02 16:45:16.465759275;67.0;2024-06-27 12:34:00;0.0
$X6GN007907$;$X6GN007907$;contrat_adex;cyan;1;317;-0.1223;26.0;212.6;2025-04-09 16:33:00;2025-11-08;1;2025-11-07;False;2;396.5;741;2025-04-09 16:33:00;2023-03-31 11:46:00;740.0;1;0.14961278629098698;0.0;1.0;36.5;1.0;;;;;;;;;4;2;15;-0.06702989;2025-04-09 16:33:00;2025-11-07 22:23:28.617210387;212.0;2025-04-09 16:33:00;0.0
$X6GN007907$;$X6GN007907$;contrat_adex;magenta;1;317;-0.153;30.0;196.0;2025-04-09 16:33:00;2025-10-22;-8;2025-10-30;False;2;396.5;758;2025-04-09 16:33:00;2023-03-14 13:43:00;757.0;1;0.15630214692714695;0.0;2.0;34.5;1.0;;;;;;;;;4;2;15;-5.5964947;2025-04-09 16:33:00;2025-10-16 09:41:02.860107424;189.0;2025-04-09 16:33:00;0.0
$X6GN008216$;$X6GN008216$;contrat_adex;black;1;386;-1.106;89.0;80.5;2025-01-03 09:13:00;2025-03-24;0;2025-03-24;False;2;338.5;581;2025-01-03 09:13:00;2023-06-02 14:36:00;580.0;1;0.02459016393442623;0.0;1.0;5.0;1.0;;;;;;;;;1;4;1;-2.3731136;2025-01-03 09:13:00;2025-03-21 15:02:42.982177739;77.0;2025-01-03 09:13:00;0.0
$X6GN008216$;$X6GN008216$;contrat_adex;cyan;1;386;-2.212;86.0;38.9;2025-01-03 09:13:00;2025-02-11;1;2025-02-10;False;2;338.0;535;2025-01-03 09:13:00;2023-07-18 14:26:00;534.0;1;0.028530895334174022;0.0;1.0;7.0;1.0;;;;;;;;;1;4;1;0.4514784;2025-01-03 09:13:00;2025-02-11 10:50:07.733058933;39.0;2025-01-03 09:13:00;0.0
$X6GN008216$;$X6GN008216$;contrat_adex;yellow;1;386;-1.106;92.0;83.2;2025-01-03 09:13:00;2025-03-27;-11;2025-04-07;False;2;338.0;535;2025-01-03 09:13:00;2023-07-18 14:26:00;534.0;1;0.029213955443463637;0.0;1.0;4.0;1.0;;;;;;;;;1;4;1;-9.199729;2025-01-03 09:13:00;2025-03-17 19:12:23.417358397;73.0;2025-01-03 09:13:00;0.0
$X6GN008367$;$X6GN008367$;contrat_adex;black;7;29;-1.0481;1.0;1.0;2026-01-29 14:18:00;2026-01-30;0;2026-01-30;True;8;84.625;106;2026-01-29 14:18:00;2025-10-31 14:18:00;90.0;1;1.2469334433443344;1.0;2.0;87.125;1.0;;;;;;;;;1;3;5;0.09601108;2026-01-29 14:18:00;2026-01-30 02:18:15.357298849;0.0;2026-01-29 14:18:00;0.0
$X6GN008409$;$X6GN008409$;contrat_adex;black;1;23;-0.1244;1.0;8.0;2026-01-27 16:36:00;2026-02-04;0;2026-02-04;True;2;543.0;1051;2026-01-27 16:36:00;2023-03-14 12:36:00;1050.0;1;0.12850461613216715;0.0;2.0;49.0;1.0;;;;;;;;;1;1;5;-0.5357926;2026-01-27 16:36:00;2026-02-03 11:08:27.520294192;6.0;2026-01-27 16:36:00;4.0
$X6GN008969$;$X6GN008969$;contrat_adex;black;1;381;-0.2327;92.0;300.0;2025-02-05 15:34:00;2025-12-02;0;2025-12-02;False;2;365.0;682;2025-02-05 15:34:00;2024-12-20 14:34:00;47.0;1;0.14796475358702432;0.0;1.0;46.5;1.0;;;;;;;;;2;2;6;-0.030487344;2025-02-05 15:34:00;2025-12-01 23:16:05.893507008;299.0;2025-02-05 15:34:00;0.0
$X6GN008969$;$X6GN008969$;contrat_adex;cyan;2;381;-0.2888;88.0;300.0;2025-02-05 15:34:00;2025-12-02;1;2025-12-01;False;3;243.0;623;2025-02-05 15:34:00;2024-12-20 14:34:00;47.0;1;0.15844795248515162;0.0;1.0;36.0;1.0;;;;;;;;;2;2;6;1.1878101;2025-02-05 15:34:00;2025-12-03 04:30:26.789474485;300.0;2025-02-05 15:34:00;0.0
$X6GN009498$;$X6GN009498$;contrat_adex;black;3;399;-0.1746;43.0;246.3;2025-01-13 14:23:00;2025-09-16;0;2025-09-16;False;4;159.75;264;2025-01-13 14:23:00;2024-04-24 14:33:00;263.0;1;0.3189845474613687;0.0;2.0;52.75;1.0;;;;;;;;;1;0;3;-1.0693904;2025-01-13 14:23:00;2025-09-14 22:20:04.668045047;244.0;2025-01-13 14:23:00;0.0
$X6GN009498$;$X6GN009498$;contrat_adex;cyan;1;399;-0.1335;5.0;37.5;2025-01-13 14:23:00;2025-02-20;1;2025-02-19;False;2;319.5;541;2025-01-13 14:23:00;2023-07-22 14:33:00;540.0;1;0.20044052863436124;0.0;10.0;47.0;1.0;;;;;;;;;1;0;3;-0.44682536;2025-01-13 14:23:00;2025-02-19 13:16:34.289302824;36.0;2025-01-13 14:23:00;0.0
$X6GN009498$;$X6GN009498$;contrat_adex;magenta;2;399;-0.1221;94.0;300.0;2025-01-13 14:23:00;2025-11-09;-8;2025-11-17;False;3;201.33333333333334;485;2025-01-13 14:23:00;2024-12-20 14:33:00;23.0;1;0.1905286343612335;0.0;3.0;32.333333333333336;1.0;;;;;;;;;1;0;3;-6.652227;2025-01-13 14:23:00;2025-11-02 08:20:47.593688969;292.0;2025-01-13 14:23:00;0.0
$X6GN009511$;$X6GN009511$;contrat_adex;cyan;1;399;-0.1094;34.0;300.0;2025-01-13 14:23:00;2025-11-09;1;2025-11-08;False;2;319.5;471;2025-01-13 14:23:00;2023-09-30 14:33:00;470.0;1;0.13596491228070176;0.0;5.0;32.5;1.0;;;;;;;;;1;0;3;-1.7718339;2025-01-13 14:23:00;2025-11-07 05:28:33.551330564;297.0;2025-01-13 14:23:00;0.0
$X6GN009511$;$X6GN009511$;contrat_adex;magenta;2;399;-0.1178;69.0;300.0;2025-01-13 14:23:00;2025-11-09;-8;2025-11-17;False;3;213.0;432;2025-01-13 14:23:00;2024-07-22 14:33:00;174.0;1;0.17105263157894737;0.0;4.0;37.0;1.0;;;;;;;;;1;0;3;-7.8434114;2025-01-13 14:23:00;2025-11-01 03:45:29.251098631;291.0;2025-01-13 14:23:00;0.0
$X6GN009512$;$X6GN009512$;contrat_adex;black;1;399;-0.1496;9.0;60.1;2025-01-13 14:23:00;2025-03-14;0;2025-03-14;False;2;320.0;568;2025-01-13 14:23:00;2023-06-26 12:33:00;567.0;1;0.1693548387096774;0.0;2.0;45.0;1.0;;;;;;;;;1;0;3;-2.5450218;2025-01-13 14:23:00;2025-03-11 10:55:10.118865971;56.0;2025-01-13 14:23:00;0.0
$X6GN009512$;$X6GN009512$;contrat_adex;cyan;2;399;-0.1245;92.0;300.0;2025-01-13 14:23:00;2025-11-09;1;2025-11-08;False;3;201.33333333333334;548;2025-01-13 14:23:00;2024-12-20 14:33:00;23.0;1;0.16129032258064516;0.0;5.0;29.666666666666668;1.0;;;;;;;;;1;0;3;-1.9081488;2025-01-13 14:23:00;2025-11-07 02:12:15.946655271;297.0;2025-01-13 14:23:00;0.0
$X6GN009512$;$X6GN009512$;contrat_adex;magenta;1;399;-0.1283;27.0;210.4;2025-01-13 14:23:00;2025-08-11;-8;2025-08-19;False;2;298.5;494;2025-01-13 14:23:00;2023-09-07 14:33:00;493.0;1;0.17626728110599077;0.0;2.0;35.5;1.0;;;;;;;;;1;0;3;-8.156555;2025-01-13 14:23:00;2025-08-02 20:14:33.632812505;201.0;2025-01-13 14:23:00;0.0
$X6GN013504$;$X6GN013504$;contrat_adex;yellow;1;151;-0.1295;16.0;123.6;2025-09-05 10:19:00;2026-01-07;-11;2026-01-18;False;2;466.5;854;2025-09-05 10:19:00;2023-05-05 14:31:00;853.0;1;0.07281403940886699;0.0;2.0;41.5;1.0;;;;;;;;;9;4;36;-10.993472;2025-09-05 10:19:00;2025-12-27 00:09:24.010620118;112.0;2025-09-05 10:19:00;0.0
$X6GN014334$;$X6GN014334$;contrat_adex;cyan;4;319;-0.1498;97.0;300.0;2025-03-24 14:08:00;2026-01-18;1;2026-01-17;False;5;131.0;257;2025-03-24 14:08:00;2025-03-10 14:29:00;13.0;1;0.41930247172182655;0.0;6.0;50.2;1.0;;;;;;;;;3;0;13;0.96058595;2025-03-24 14:08:00;2026-01-18 23:03:14.626235960;300.0;2025-03-24 14:08:00;0.0
$X6GN015789$;$X6GN015789$;contrat_adex;yellow;1;120;-0.1153;7.0;60.7;2025-10-29 16:34:00;2025-12-29;-11;2026-01-09;False;2;486.0;917;2025-10-29 16:34:00;2023-04-27 14:34:00;916.0;1;0.13898684997011357;0.0;3.0;45.5;1.0;;;;;;;;;10;2;44;-8.106417;2025-10-29 16:34:00;2025-12-20 21:26:45.596923829;52.0;2025-10-29 16:34:00;0.0
$X74R002733$;$X74R002733$;contrat_adex;magenta;2;23;-0.1272;2.0;15.7;2026-01-29 14:22:00;2026-02-14;-8;2026-02-22;False;3;260.0;416;2026-01-29 14:22:00;2024-12-10 14:22:00;415.0;1;0.2965191409897292;0.0;15.0;52.0;1.0;;;;;;;;;1;3;5;-7.9970217;2026-01-29 14:22:00;2026-02-06 00:04:17.327270505;7.0;2026-01-29 14:22:00;7.0
$X74R003815$;$X74R003815$;contrat_adex;yellow;1;29;-0.8137;17.0;20.9;2026-01-29 14:35:00;2026-02-19;-11;2026-03-02;False;2;544.0;720;2026-01-29 14:35:00;2025-01-27 14:35:00;367.0;1;0.2535279805352798;0.0;11.0;79.0;1.0;;;;;;;;;1;3;5;-10.833087;2026-01-29 14:35:00;2026-02-08 04:00:21.286010739;9.0;2026-01-29 14:35:00;9.0
$X74R003821$;$X74R003821$;contrat_adex;cyan;1;154;-0.2706;8.0;29.6;2025-09-12 17:02:00;2025-10-12;1;2025-10-11;False;2;474.0;899;2025-09-12 17:02:00;2023-03-29 14:35:00;898.0;1;0.5258896151053014;0.0;9.0;60.5;1.0;;;;;;;;;9;4;37;-1.226983;2025-09-12 17:02:00;2025-10-10 18:33:08.673019414;28.0;2025-09-12 17:02:00;0.0
$X74R003821$;$X74R003821$;contrat_adex;magenta;1;154;-0.1944;3.0;15.4;2025-09-12 17:02:00;2025-09-28;-8;2025-10-06;False;2;474.5;869;2025-09-12 17:02:00;2023-04-28 14:35:00;868.0;1;0.47017066085693543;0.0;9.0;70.5;1.0;;;;;;;;;9;4;37;-7.569861;2025-09-12 17:02:00;2025-09-20 10:19:24.015197753;7.0;2025-09-12 17:02:00;0.0
$X74R003821$;$X74R003821$;contrat_adex;yellow;1;154;-0.1699;8.0;47.1;2025-09-12 17:02:00;2025-10-29;-11;2025-11-09;False;2;463.0;845;2025-09-12 17:02:00;2023-05-22 14:35:00;844.0;1;0.45955988455988456;0.0;10.0;66.0;1.0;;;;;;;;;9;4;37;-10.160331;2025-09-12 17:02:00;2025-10-18 20:09:07.421264649;36.0;2025-09-12 17:02:00;0.0
$X74R004496$;$X74R004496$;contrat_adex;yellow;2;29;-0.3588;5.0;13.9;2026-01-29 14:17:00;2026-02-12;-11;2026-02-23;False;3;253.0;406;2026-01-29 14:17:00;2025-02-27 14:17:00;336.0;1;0.2603719599427754;0.0;14.0;62.333333333333336;1.0;;;;;;;;;1;3;5;-9.586212;2026-01-29 14:17:00;2026-02-02 09:55:51.269531253;3.0;2026-01-29 14:17:00;3.0
$X74R004509$;$X74R004509$;contrat_adex;magenta;2;29;-0.6312;1.0;1.6;2026-01-29 14:17:00;2026-01-31;-8;2026-02-08;False;3;253.0;406;2026-01-29 14:17:00;2025-02-27 14:17:00;336.0;1;0.2353711790393013;0.0;12.0;61.666666666666664;1.0;;;;;;;;;1;3;5;-7.646331;2026-01-29 14:17:00;2026-01-23 08:29:17.015991208;0.0;2026-01-29 14:17:00;0.0
$X74R004509$;$X74R004509$;contrat_adex;yellow;2;29;-0.1331;1.0;7.5;2026-01-29 14:17:00;2026-02-06;-11;2026-02-17;False;3;253.0;406;2026-01-29 14:17:00;2025-02-27 14:17:00;336.0;1;0.23471615720524017;0.0;14.0;60.666666666666664;1.0;;;;;;;;;1;3;5;-10.669485;2026-01-29 14:17:00;2026-01-26 07:55:56.488037109;0.0;2026-01-29 14:17:00;0.0
$X74R005482$;$X74R005482$;contrat_adex;yellow;1;28;-0.2193;4.0;18.2;2026-01-29 14:42:00;2026-02-16;-11;2026-02-27;False;2;171.0;319;2026-01-29 14:42:00;2025-03-17 14:35:00;318.0;1;0.3023598820058997;0.0;14.0;43.0;1.0;;;;;;;;;1;3;5;-8.467744;2026-01-29 14:42:00;2026-02-07 12:46:26.929321289;8.0;2026-01-29 14:42:00;8.0
$X74R005540$;$X74R005540$;contrat_adex;yellow;1;28;-0.2637;5.0;19.0;2026-01-29 14:40:00;2026-02-17;-11;2026-02-28;False;2;166.5;319;2026-01-29 14:40:00;2025-03-17 14:34:00;318.0;1;0.30553113553113553;0.0;19.0;44.0;1.0;;;;;;;;;1;3;5;-7.6709824;2026-01-29 14:40:00;2026-02-09 07:53:47.124023442;10.0;2026-01-29 14:40:00;10.0
$X75G001952$;$X75G001952$;contrat_adex;yellow;2;29;-0.466;9.0;19.3;2026-01-29 14:32:00;2026-02-17;-11;2026-02-28;False;3;329.0;408;2026-01-29 14:32:00;2025-03-22 14:16:00;313.0;1;0.29000000000000004;0.0;13.0;95.66666666666667;1.0;;;;;;;;;1;3;5;-10.352822;2026-01-29 14:32:00;2026-02-06 15:31:56.152954100;8.0;2026-01-29 14:32:00;7.0
$X75G003015$;$X75G003015$;contrat_adex;cyan;2;29;-1.1055;1.0;0.9;2026-01-29 14:34:00;2026-01-30;1;2026-01-29;True;3;122.33333333333333;155;2026-01-29 14:34:00;2025-11-07 14:34:00;83.0;1;0.8177083333333333;0.0;10.0;98.33333333333333;1.0;;;;;;;;;1;3;5;-0.9290893;2026-01-29 14:34:00;2026-01-29 01:42:06.683807376;0.0;2026-01-29 14:34:00;0.0
$X75G003015$;$X75G003015$;contrat_adex;yellow;2;29;-1.1886;4.0;3.4;2026-01-29 14:34:00;2026-02-01;-11;2026-02-12;False;3;122.33333333333333;168;2026-01-29 14:34:00;2025-11-07 14:34:00;83.0;1;0.8020833333333333;0.0;8.0;97.0;1.0;;;;;;;;;1;3;5;-7.925999;2026-01-29 14:34:00;2026-01-24 01:46:33.672180176;0.0;2026-01-29 14:34:00;0.0
$XAUV000003$;$XAUV000003$;contrat_adex;yellow;0;275;-0.1319;6.0;45.5;2025-05-20 17:43:00;2025-07-05;-11;2025-07-16;False;1;397.0;397;2025-05-20 17:43:00;;;0;0.2334295201201676;0.0;2.0;64.0;1.0;;;;;;;;;5;1;21;-5.3513293;2025-05-20 17:43:00;2025-06-29 15:34:05.146179203;39.0;2025-05-20 17:43:00;0.0
$XAUV000031$;$XAUV000031$;contrat_adex;black;6;29;-0.4137;1.0;2.4;2026-01-29 14:33:00;2026-02-01;0;2026-02-01;True;7;115.28571428571429;230;2026-01-29 14:33:00;2025-11-22 14:33:00;68.0;1;0.8722851746931067;0.0;27.0;87.28571428571429;1.0;;;;;;;;;1;3;5;-0.029563278;2026-01-29 14:33:00;2026-01-31 23:17:25.732784274;2.0;2026-01-29 14:33:00;1.0
$XAUV000031$;$XAUV000031$;contrat_adex;magenta;2;29;-0.2724;1.0;3.7;2026-01-29 14:33:00;2026-02-02;-8;2026-02-10;False;3;269.0;315;2026-01-29 14:33:00;2025-05-21 14:33:00;253.0;1;0.38959212376933894;0.0;22.0;95.66666666666667;1.0;;;;;;;;;1;3;5;-5.8648148;2026-01-29 14:33:00;2026-01-27 03:14:40.004882811;0.0;2026-01-29 14:33:00;0.0
$XAUV000051$;$XAUV000051$;contrat_adex;black;1;29;-0.2878;1.0;3.5;2026-01-29 14:33:00;2026-02-02;0;2026-02-02;True;2;403.5;477;2026-01-29 14:33:00;2024-10-10 14:33:00;476.0;1;0.23786181139122317;0.0;15.0;95.0;1.0;;;;;;;;;1;3;5;-0.59259206;2026-01-29 14:33:00;2026-02-01 09:46:40.045967107;2.0;2026-01-29 14:33:00;2.0
