serial_display,color,last_update,last_pct
115506,yellow,2026-01-30 14:26:00,83
115552,black,2026-01-30 14:33:00,58
115552,cyan,2026-01-30 14:33:00,53
115552,magenta,2026-01-30 14:33:00,1
115552,yellow,2026-01-30 14:33:00,14
115553,black,2026-01-30 14:19:00,92
115553,cyan,2026-01-30 14:19:00,54
115553,magenta,2026-01-30 14:19:00,4
115553,yellow,2026-01-30 14:19:00,52
115554,black,2026-01-30 14:37:00,1
115554,cyan,2026-01-30 14:37:00,32
115554,magenta,2026-01-30 14:37:00,99
115554,yellow,2026-01-30 14:37:00,77
115557,black,2025-12-29 13:54:00,54
115557,cyan,2025-12-29 13:54:00,75
115557,magenta,2025-12-29 13:54:00,72
115557,yellow,2025-12-29 13:54:00,70
115558,black,2026-01-30 14:18:00,42
115558,cyan,2026-01-30 14:18:00,53
115558,magenta,2026-01-30 14:18:00,42
115558,yellow,2026-01-30 14:18:00,46
115559,black,2026-01-30 14:38:00,31
115559,cyan,2026-01-30 14:38:00,92
115559,magenta,2026-01-30 14:38:00,81
115559,yellow,2026-01-30 14:38:00,80
115561,black,2026-01-30 14:43:00,39
115561,cyan,2026-01-30 14:43:00,93
115561,magenta,2026-01-30 14:43:00,93
115561,yellow,2026-01-30 14:43:00,92
115601,black,2026-01-30 14:45:00,98
115601,cyan,2026-01-30 14:45:00,100
115601,magenta,2026-01-30 14:45:00,99
115601,yellow,2026-01-30 14:45:00,99
115602,black,2026-01-30 14:41:00,20
115602,cyan,2026-01-30 14:41:00,42
115602,magenta,2026-01-30 14:41:00,73
115602,yellow,2026-01-30 14:41:00,73
11733758,black,2026-01-30 14:45:00,0
11733758,cyan,2026-01-30 14:45:00,0
11733758,magenta,2026-01-30 14:45:00,0
11733758,yellow,2026-01-30 14:45:00,0
11752318,black,2025-12-15 06:15:00,0
11752318,cyan,2025-12-15 06:15:00,0
11752318,magenta,2025-12-15 06:15:00,0
11752318,yellow,2025-12-15 06:15:00,0
120587,black,2026-01-30 14:16:00,92
120587,cyan,2026-01-30 14:16:00,12
120587,magenta,2026-01-30 14:16:00,90
120587,yellow,2026-01-30 14:16:00,40
120588,black,2026-01-30 14:16:00,94
120588,cyan,2026-01-30 14:16:00,52
120588,magenta,2026-01-30 14:16:00,64
120588,yellow,2026-01-30 14:16:00,65
120590,black,2026-01-30 14:41:00,26
120590,cyan,2026-01-30 14:41:00,98
120590,magenta,2026-01-30 14:41:00,99
120590,yellow,2026-01-30 14:41:00,98
120628,black,2026-01-30 14:16:00,36
120628,cyan,2026-01-30 14:16:00,88
120628,magenta,2026-01-30 14:16:00,87
120628,yellow,2026-01-30 14:16:00,87
120630,black,2026-01-30 14:34:00,69
120630,cyan,2026-01-30 14:34:00,65
120630,magenta,2026-01-30 14:34:00,66
120630,yellow,2026-01-30 14:34:00,69
12716847,black,2025-11-06 08:03:00,0
12716847,cyan,2025-11-06 08:03:00,0
12716847,magenta,2025-11-06 08:03:00,0
12716847,yellow,2025-11-06 08:03:00,0
13018518,black,2026-01-30 14:35:00,0
13018518,cyan,2026-01-30 14:35:00,0
13018518,magenta,2026-01-30 14:35:00,0
13018518,yellow,2026-01-30 14:35:00,0
13375615,black,2025-05-13 16:21:00,0
13375615,cyan,2025-05-13 16:21:00,0
13375615,magenta,2025-05-13 16:21:00,0
13375615,yellow,2025-05-13 16:21:00,0
13759546,black,2026-01-30 14:21:00,0
13759546,cyan,2026-01-30 14:21:00,0
13759546,magenta,2026-01-30 14:21:00,0
13759546,yellow,2026-01-30 14:21:00,0
13907564,black,2026-01-30 14:32:00,0
13907564,cyan,2026-01-30 14:32:00,0
13907564,magenta,2026-01-30 14:32:00,0
13907564,yellow,2026-01-30 14:32:00,0
13956512,black,2026-01-30 14:29:00,0
13956512,cyan,2026-01-30 14:29:00,0
13956512,magenta,2026-01-30 14:29:00,0
13956512,yellow,2026-01-30 14:29:00,0
14178319,black,2026-01-30 14:33:00,0
14178319,cyan,2026-01-30 14:33:00,0
14178319,magenta,2026-01-30 14:33:00,0
14178319,yellow,2026-01-30 14:33:00,0
1500131015HYY,black,2025-05-13 16:21:00,0
1500131015HYY,cyan,2025-05-13 16:21:00,0
1500131015HYY,magenta,2025-05-13 16:21:00,0
1500131015HYY,yellow,2025-05-13 16:21:00,0
1500132115L7C,black,2025-05-13 16:23:00,0
1500132115L7C,cyan,2025-05-13 16:23:00,0
1500132115L7C,magenta,2025-05-13 16:23:00,0
1500132115L7C,yellow,2025-05-13 16:23:00,0
1500132115LDW,black,2025-05-13 16:23:00,0
1500132115LDW,cyan,2025-05-13 16:23:00,0
1500132115LDW,magenta,2025-05-13 16:23:00,0
1500132115LDW,yellow,2025-05-13 16:23:00,0
1500240139WKN,black,2025-05-13 16:23:00,0
1500240139WKN,cyan,2025-05-13 16:23:00,0
1500240139WKN,magenta,2025-05-13 16:23:00,0
1500240139WKN,yellow,2025-05-13 16:23:00,0
1500240139WRT,black,2025-05-13 16:22:00,0
1500240139WRT,cyan,2025-05-13 16:22:00,0
1500240139WRT,magenta,2025-05-13 16:22:00,0
1500240139WRT,yellow,2025-05-13 16:22:00,0
15047340,black,2026-01-30 14:32:00,0
15047340,cyan,2026-01-30 14:32:00,0
15047340,magenta,2026-01-30 14:32:00,0
15047340,yellow,2026-01-30 14:32:00,0
15655474,black,2026-01-30 11:43:00,0
15655474,cyan,2026-01-30 11:43:00,0
15655474,magenta,2026-01-30 11:43:00,0
15655474,yellow,2026-01-30 11:43:00,0
18J144500983,black,2026-01-29 11:09:00,0
18J144500983,cyan,2026-01-29 11:09:00,0
18J144500983,magenta,2026-01-29 11:09:00,0
18J144500983,yellow,2026-01-29 11:09:00,0
18J144502152,black,2026-01-29 11:09:00,0
18J144502152,cyan,2026-01-29 11:09:00,0
18J144502152,magenta,2026-01-29 11:09:00,0
18J144502152,yellow,2026-01-29 11:09:00,0
18J144502153,black,2026-01-29 11:09:00,0
18J144502153,cyan,2026-01-29 11:09:00,0
18J144502153,magenta,2026-01-29 11:09:00,0
18J144502153,yellow,2026-01-29 11:09:00,0
18J144502155,black,2026-01-29 11:09:00,0
18J144502155,cyan,2026-01-29 11:09:00,0
18J144502155,magenta,2026-01-29 11:09:00,0
18J144502155,yellow,2026-01-29 11:09:00,0
18J144702690,black,2026-01-29 11:09:00,0
18J144702690,cyan,2026-01-29 11:09:00,0
18J144702690,magenta,2026-01-29 11:09:00,0
18J144702690,yellow,2026-01-29 11:09:00,0
18J144702691,black,2026-01-29 11:09:00,0
18J144702691,cyan,2026-01-29 11:09:00,0
18J144702691,magenta,2026-01-29 11:09:00,0
18J144702691,yellow,2026-01-29 11:09:00,0
18J144702696,black,2026-01-29 11:09:00,0
18J144702696,cyan,2026-01-29 11:09:00,0
18J144702696,magenta,2026-01-29 11:09:00,0
18J144702696,yellow,2026-01-29 11:09:00,0
18J145001439,black,2026-01-29 11:09:00,0
18J145001439,cyan,2026-01-29 11:09:00,0
18J145001439,magenta,2026-01-29 11:09:00,0
18J145001439,yellow,2026-01-29 11:09:00,0
18J152002897,black,2026-01-29 11:09:00,0
18J152002897,cyan,2026-01-29 11:09:00,0
18J152002897,magenta,2026-01-29 11:09:00,0
18J152002897,yellow,2026-01-29 11:09:00,0
18J153402076,black,2026-01-29 11:09:00,0
18J153402076,cyan,2026-01-29 11:09:00,0
18J153402076,magenta,2026-01-29 11:09:00,0
18J153402076,yellow,2026-01-29 11:09:00,0
18J180205203,black,2026-01-29 11:09:00,0
18J180205203,cyan,2026-01-29 11:09:00,0
18J180205203,magenta,2026-01-29 11:09:00,0
18J180205203,yellow,2026-01-29 11:09:00,0
18J183905933,black,2026-01-30 14:30:00,0
18J183905933,cyan,2026-01-30 14:30:00,0
18J183905933,magenta,2026-01-30 14:30:00,0
18J183905933,yellow,2026-01-30 14:30:00,0
18J184103802,black,2026-01-30 14:30:00,0
18J184103802,cyan,2026-01-30 14:30:00,0
18J184103802,magenta,2026-01-30 14:30:00,0
18J184103802,yellow,2026-01-30 14:30:00,0
18J184103807,black,2026-01-30 14:30:00,0
18J184103807,cyan,2026-01-30 14:30:00,0
18J184103807,magenta,2026-01-30 14:30:00,0
18J184103807,yellow,2026-01-30 14:30:00,0
18J192105689,black,2026-01-29 11:09:00,0
18J192105689,cyan,2026-01-29 11:09:00,0
18J192105689,magenta,2026-01-29 11:09:00,0
18J192105689,yellow,2026-01-29 11:09:00,0
18J192902631,black,2026-01-29 11:09:00,0
18J192902631,cyan,2026-01-29 11:09:00,0
18J192902631,magenta,2026-01-29 11:09:00,0
18J192902631,yellow,2026-01-29 11:09:00,0
18J194205130,black,2026-01-29 11:09:00,0
18J194205130,cyan,2026-01-29 11:09:00,0
18J194205130,magenta,2026-01-29 11:09:00,0
18J194205130,yellow,2026-01-29 11:09:00,0
18J194501204,black,2026-01-29 11:09:00,0
18J194501204,cyan,2026-01-29 11:09:00,0
18J194501204,magenta,2026-01-29 11:09:00,0
18J194501204,yellow,2026-01-29 11:09:00,0
18J194700816,black,2026-01-29 11:09:00,0
18J194700816,cyan,2026-01-29 11:09:00,0
18J194700816,magenta,2026-01-29 11:09:00,0
18J194700816,yellow,2026-01-29 11:09:00,0
18J200104779,black,2026-01-29 11:09:00,0
18J200104779,cyan,2026-01-29 11:09:00,0
18J200104779,magenta,2026-01-29 11:09:00,0
18J200104779,yellow,2026-01-29 11:09:00,0
18J200400475,black,2026-01-29 11:09:00,0
18J200400475,cyan,2026-01-29 11:09:00,0
18J200400475,magenta,2026-01-29 11:09:00,0
18J200400475,yellow,2026-01-29 11:09:00,0
18J200801036,black,2026-01-29 11:09:00,0
18J200801036,cyan,2026-01-29 11:09:00,0
18J200801036,magenta,2026-01-29 11:09:00,0
18J200801036,yellow,2026-01-29 11:09:00,0
190048,black,2026-01-30 14:22:00,100
190048,cyan,2026-01-30 14:22:00,90
190048,magenta,2026-01-30 14:22:00,90
190048,yellow,2026-01-30 14:22:00,80
196102,black,2026-01-30 14:44:00,100
196102,cyan,2026-01-30 14:44:00,60
196102,magenta,2026-01-30 14:44:00,80
196102,yellow,2026-01-30 14:44:00,20
196103,black,2026-01-27 09:42:00,100
196103,cyan,2026-01-27 09:42:00,80
196103,magenta,2026-01-27 09:42:00,20
196103,yellow,2026-01-27 09:42:00,50
196104,black,2026-01-30 14:28:00,60
196104,cyan,2026-01-30 14:28:00,90
196104,magenta,2026-01-30 14:28:00,80
196104,yellow,2026-01-30 14:28:00,80
196105,black,2026-01-30 14:42:00,0
196105,cyan,2026-01-30 14:42:00,0
196105,magenta,2026-01-30 14:42:00,0
196105,yellow,2026-01-30 14:42:00,0
196106,black,2026-01-30 14:28:00,60
196106,cyan,2026-01-30 14:28:00,90
196106,magenta,2026-01-30 14:28:00,50
196106,yellow,2026-01-30 14:28:00,60
196107,black,2026-01-30 14:29:00,100
196107,cyan,2026-01-30 14:29:00,20
196107,magenta,2026-01-30 14:29:00,50
196107,yellow,2026-01-30 14:29:00,60
196108,black,2026-01-30 14:43:00,30
196108,cyan,2026-01-30 14:43:00,50
196108,magenta,2026-01-30 14:43:00,40
196108,yellow,2026-01-30 14:43:00,50
196125,black,2026-01-30 14:43:00,20
196125,cyan,2026-01-30 14:43:00,60
196125,magenta,2026-01-30 14:43:00,80
196125,yellow,2026-01-30 14:43:00,90
196126,black,2026-01-30 14:16:00,50
196126,cyan,2026-01-30 14:16:00,70
196126,magenta,2026-01-30 14:16:00,70
196126,yellow,2026-01-30 14:16:00,70
196127,black,2026-01-30 14:39:00,40
196127,cyan,2026-01-30 14:39:00,50
196127,magenta,2026-01-30 14:39:00,50
196127,yellow,2026-01-30 14:39:00,60
196132,black,2026-01-30 14:43:00,90
196132,cyan,2026-01-30 14:43:00,90
196132,magenta,2026-01-30 14:43:00,80
196132,yellow,2026-01-30 14:43:00,90
196133,black,2026-01-30 14:37:00,30
196133,cyan,2026-01-30 14:37:00,60
196133,magenta,2026-01-30 14:37:00,60
196133,yellow,2026-01-30 14:37:00,60
196151,black,2026-01-30 14:39:00,70
196151,cyan,2026-01-30 14:39:00,90
196151,magenta,2026-01-30 14:39:00,90
196151,yellow,2026-01-30 14:39:00,90
210006,black,2026-01-26 15:16:00,66
210006,cyan,2026-01-26 15:16:00,75
210006,magenta,2026-01-26 15:16:00,67
210006,yellow,2026-01-26 15:16:00,61
210015,black,2026-01-30 14:16:00,91
210015,cyan,2026-01-30 14:16:00,0
210015,magenta,2026-01-30 14:16:00,0
210015,yellow,2026-01-30 14:16:00,0
210237,black,2025-08-29 09:08:00,84
210237,cyan,2025-08-29 09:08:00,82
210237,magenta,2025-08-29 09:08:00,85
210237,yellow,2025-08-29 09:08:00,85
210238,black,2026-01-30 14:38:00,5
210238,cyan,2026-01-30 14:38:00,60
210238,magenta,2026-01-30 14:38:00,68
210238,yellow,2026-01-30 14:38:00,68
210239,black,2026-01-30 14:38:00,1
210239,cyan,2026-01-30 14:38:00,99
210239,magenta,2026-01-30 14:38:00,1
210239,yellow,2026-01-30 14:38:00,66
210240,black,2026-01-30 14:38:00,75
210240,cyan,2026-01-30 14:38:00,79
210240,magenta,2026-01-30 14:38:00,96
210240,yellow,2026-01-30 14:38:00,83
2102692,black,2026-01-29 11:09:00,0
2102692,cyan,2026-01-29 11:09:00,0
2102692,magenta,2026-01-29 11:09:00,0
2102692,yellow,2026-01-29 11:09:00,0
22E16201,black,2025-06-15 00:36:00,0
22E16201,cyan,2025-06-15 00:36:00,0
22E16201,magenta,2025-06-15 00:36:00,0
22E16201,yellow,2025-06-15 00:36:00,0
230007,black,2026-01-30 14:33:00,81
230007,cyan,2026-01-30 14:33:00,100
230007,magenta,2026-01-30 14:33:00,100
230007,yellow,2026-01-30 14:33:00,99
230008,black,2026-01-30 14:39:00,68
230008,cyan,2026-01-30 14:39:00,85
230008,magenta,2026-01-30 14:39:00,89
230008,yellow,2026-01-30 14:39:00,89
230011,black,2026-01-30 14:38:00,64
230011,cyan,2026-01-30 14:38:00,65
230011,magenta,2026-01-30 14:38:00,71
230011,yellow,2026-01-30 14:38:00,61
230027,black,2025-12-09 15:12:00,54
230027,cyan,2025-12-09 15:12:00,39
230027,magenta,2025-12-09 15:12:00,28
230027,yellow,2025-12-09 15:12:00,79
230028,black,2026-01-30 14:39:00,1
230028,cyan,2026-01-30 14:39:00,4
230028,magenta,2026-01-30 14:39:00,68
230028,yellow,2026-01-30 14:39:00,57
23L00884,black,2025-06-15 00:33:00,0
23L00884,cyan,2025-06-15 00:33:00,0
23L00884,magenta,2025-06-15 00:33:00,0
23L00884,yellow,2025-06-15 00:33:00,0
270004,black,2026-01-30 14:44:00,56
270004,cyan,2026-01-30 14:44:00,0
270004,magenta,2026-01-30 14:44:00,0
270004,yellow,2026-01-30 14:44:00,0
2ER42835,black,2024-04-12 12:04:00,0
2ER42835,cyan,2024-04-12 12:04:00,0
2ER42835,magenta,2024-04-12 12:04:00,0
2ER42835,yellow,2024-04-12 12:04:00,0
2ER42993,black,2025-04-03 00:53:00,94
2ER42993,cyan,2025-04-03 00:53:00,100
2ER42993,magenta,2025-04-03 00:53:00,100
2ER42993,yellow,2025-04-03 00:53:00,95
2FW03856,black,2024-09-09 16:15:00,0
2FW03856,cyan,2024-09-09 16:15:00,0
2FW03856,magenta,2024-09-09 16:15:00,0
2FW03856,yellow,2024-09-09 16:15:00,0
2FW21469,black,2024-06-19 12:50:00,0
2FW21469,cyan,2024-06-19 12:50:00,0
2FW21469,magenta,2024-06-19 12:50:00,0
2FW21469,yellow,2024-06-19 12:50:00,0
2GE02711,black,2023-12-22 18:37:00,0
2GE02711,cyan,2023-12-22 18:37:00,0
2GE02711,magenta,2023-12-22 18:37:00,0
2GE02711,yellow,2023-12-22 18:37:00,0
2GR14183,black,2024-06-19 12:49:00,0
2GR14183,cyan,2024-06-19 12:49:00,0
2GR14183,magenta,2024-06-19 12:49:00,0
2GR14183,yellow,2024-06-19 12:49:00,0
2JC09673,black,2025-12-03 00:19:00,0
2JC09673,cyan,2025-12-03 00:19:00,0
2JC09673,magenta,2025-12-03 00:19:00,0
2JC09673,yellow,2025-12-03 00:19:00,0
2JQ05746,black,2025-04-29 15:11:00,0
2JQ05746,cyan,2025-04-29 15:11:00,0
2JQ05746,magenta,2025-04-29 15:11:00,0
2JQ05746,yellow,2025-04-29 15:11:00,0
2MT19151,black,2025-03-28 11:19:00,0
2MT19151,cyan,2025-03-28 11:19:00,0
2MT19151,magenta,2025-03-28 11:19:00,0
2MT19151,yellow,2025-03-28 11:19:00,0
2XN16043,black,2026-01-30 14:37:00,0
2XN16043,cyan,2026-01-30 14:37:00,0
2XN16043,magenta,2026-01-30 14:37:00,0
2XN16043,yellow,2026-01-30 14:37:00,0
2YA18044,black,2026-01-30 14:17:00,2
2YA18044,cyan,2026-01-30 14:17:00,39
2YA18044,magenta,2026-01-30 14:17:00,35
2YA18044,yellow,2026-01-30 14:17:00,42
2YM34245,black,2026-01-30 14:32:00,23
2YM34245,cyan,2026-01-30 14:32:00,36
2YM34245,magenta,2026-01-30 14:32:00,37
2YM34245,yellow,2026-01-30 14:32:00,31
2YM34260,black,2026-01-30 13:32:00,63
2YM34260,cyan,2026-01-30 13:32:00,23
2YM34260,magenta,2026-01-30 13:32:00,35
2YM34260,yellow,2026-01-30 13:32:00,38
2YM35227,black,2026-01-30 12:34:00,53
2YM35227,cyan,2026-01-30 12:34:00,39
2YM35227,magenta,2026-01-30 12:34:00,41
2YM35227,yellow,2026-01-30 12:34:00,45
2YM59661,black,2026-01-29 11:09:00,0
2YM59661,cyan,2026-01-29 11:09:00,0
2YM59661,magenta,2026-01-29 11:09:00,0
2YM59661,yellow,2026-01-29 11:09:00,0
2Z6Z342,black,2025-06-15 00:33:00,0
2Z6Z342,cyan,2025-06-15 00:33:00,0
2Z6Z342,magenta,2025-06-15 00:33:00,0
2Z6Z342,yellow,2025-06-15 00:33:00,0
3025445421,black,2026-01-30 14:22:00,69
3025445421,cyan,2026-01-30 14:22:00,28
3025445421,magenta,2026-01-30 14:22:00,41
3025445421,yellow,2026-01-30 14:22:00,60
3025446304,black,2026-01-30 14:31:00,53
3025446304,cyan,2026-01-30 14:31:00,31
3025446304,magenta,2026-01-30 14:31:00,53
3025446304,yellow,2026-01-30 14:31:00,70
3025515799,black,2026-01-30 14:40:00,100
3025515799,cyan,2026-01-30 14:40:00,9
3025515799,magenta,2026-01-30 14:40:00,62
3025515799,yellow,2026-01-30 14:40:00,74
3025964216,black,2026-01-29 11:09:00,100
3025964216,cyan,2026-01-29 11:09:00,0
3025964216,magenta,2026-01-29 11:09:00,0
3025964216,yellow,2026-01-29 11:09:00,0
3025965425,black,2026-01-29 11:09:00,100
3025965425,cyan,2026-01-29 11:09:00,0
3025965425,magenta,2026-01-29 11:09:00,0
3025965425,yellow,2026-01-29 11:09:00,0
3026011840,black,2026-01-30 12:20:00,0
3026011840,cyan,2026-01-30 12:20:00,0
3026011840,magenta,2026-01-30 12:20:00,0
3026011840,yellow,2026-01-30 12:20:00,0
3026047110,black,2026-01-30 12:23:00,0
3026047110,cyan,2026-01-30 12:23:00,0
3026047110,magenta,2026-01-30 12:23:00,0
3026047110,yellow,2026-01-30 12:23:00,0
3026055031,black,2026-01-30 14:29:00,68
3026055031,cyan,2026-01-30 14:29:00,0
3026055031,magenta,2026-01-30 14:29:00,0
3026055031,yellow,2026-01-30 14:29:00,0
3026063115,black,2026-01-29 12:22:00,0
3026063115,cyan,2026-01-29 12:22:00,0
3026063115,magenta,2026-01-29 12:22:00,0
3026063115,yellow,2026-01-29 12:22:00,0
3026063158,black,2026-01-29 12:22:00,0
3026063158,cyan,2026-01-29 12:22:00,0
3026063158,magenta,2026-01-29 12:22:00,0
3026063158,yellow,2026-01-29 12:22:00,0
3026063166,black,2026-01-29 12:22:00,0
3026063166,cyan,2026-01-29 12:22:00,0
3026063166,magenta,2026-01-29 12:22:00,0
3026063166,yellow,2026-01-29 12:22:00,0
3026063182,black,2026-01-29 14:12:00,0
3026063182,cyan,2026-01-29 14:12:00,0
3026063182,magenta,2026-01-29 14:12:00,0
3026063182,yellow,2026-01-29 14:12:00,0
3026063190,black,2026-01-29 12:22:00,0
3026063190,cyan,2026-01-29 12:22:00,0
3026063190,magenta,2026-01-29 12:22:00,0
3026063190,yellow,2026-01-29 12:22:00,0
3026063239,black,2026-01-29 12:22:00,0
3026063239,cyan,2026-01-29 12:22:00,0
3026063239,magenta,2026-01-29 12:22:00,0
3026063239,yellow,2026-01-29 12:22:00,0
3026063255,black,2026-01-29 12:22:00,0
3026063255,cyan,2026-01-29 12:22:00,0
3026063255,magenta,2026-01-29 12:22:00,0
3026063255,yellow,2026-01-29 12:22:00,0
3026063263,black,2026-01-29 12:22:00,0
3026063263,cyan,2026-01-29 12:22:00,0
3026063263,magenta,2026-01-29 12:22:00,0
3026063263,yellow,2026-01-29 12:22:00,0
3026063271,black,2026-01-29 14:12:00,0
3026063271,cyan,2026-01-29 14:12:00,0
3026063271,magenta,2026-01-29 14:12:00,0
3026063271,yellow,2026-01-29 14:12:00,0
3026063280,black,2026-01-29 12:22:00,0
3026063280,cyan,2026-01-29 12:22:00,0
3026063280,magenta,2026-01-29 12:22:00,0
3026063280,yellow,2026-01-29 12:22:00,0
3026063298,black,2026-01-29 12:22:00,0
3026063298,cyan,2026-01-29 12:22:00,0
3026063298,magenta,2026-01-29 12:22:00,0
3026063298,yellow,2026-01-29 12:22:00,0
3026063301,black,2026-01-29 12:22:00,0
3026063301,cyan,2026-01-29 12:22:00,0
3026063301,magenta,2026-01-29 12:22:00,0
3026063301,yellow,2026-01-29 12:22:00,0
3026063310,black,2026-01-29 12:22:00,0
3026063310,cyan,2026-01-29 12:22:00,0
3026063310,magenta,2026-01-29 12:22:00,0
3026063310,yellow,2026-01-29 12:22:00,0
3026063328,black,2025-11-28 23:11:00,0
3026063328,cyan,2025-11-28 23:11:00,0
3026063328,magenta,2025-11-28 23:11:00,0
3026063328,yellow,2025-11-28 23:11:00,0
3026063344,black,2025-12-23 12:23:00,0
